1,2.5257,2.57448,2.65801,2.66684
2,1.46239,1.4416,1.48292,1.45254
4,0.917606,0.78966,0.792701,0.81799
8,0.570732,0.547413,0.616964,0.573645
12,0.520303,0.553666,0.527294,0.522343
